Gene1,Gene2
ALB,AR
APOA1,AR
APOB,AR
APOC3,AR
AR,BRCA1
AR,CCND1
AR,CDK1
AR,CITED2
AR,CRABP2
AR,CYP26A1
AR,DAXX
AR,DCAF6
AR,DDC
AR,ETS1
AR,ETV5
AR,FABP1
AR,FGB
AR,FGF2
AR,FGFR1
AR,FHL2
AR,GATA3
AR,GOT1
AR,GSN
AR,GTF2F2
AR,HMGCS2
AR,HNF1B
AR,HOXB4
ARID3A,E2F4
ARID3A,SP100
ARID3A,TP53
ARID3A,UBE2E3
ACSS3,ARID5B
AKR1B1,ARID5B
ANKRD13C,ARID5B
APPL2,ARID5B
ARHGAP26,ARID5B
ARID5B,BUB1B
ARID5B,CASK
ARID5B,CCDC138
ARID5B,CKS1B
ARID5B,CREB3L3
ARID5B,DCUN1D5
ARID5B,DPH2
ARID5B,DUSP10
ARID5B,EHD3
ARID5B,ESCO2
ARID5B,HAPLN1
ARID5B,HARS
ARID5B,ING3
ARID5B,LRRN1
ARID5B,LUM
ARID5B,MAPKAPK3
ARID5B,MEF2D
ARID5B,NNAT
ARID5B,PHLPP1
ARID5B,PITX2
ARID5B,PRKCE
ARID5B,PTDSS1
ARID5B,RFC1
ARID5B,SEMA3A
ARID5B,SHISA6
ARID5B,SORBS2
ARID5B,TAF6
ARID5B,TCEB2
ARID5B,TLE2
ARID5B,TMEM38B
ARID5B,ZEB2
ARID5B,ZFHX3
AR,IL6ST
AR,JMJD1C
AR,KAT7
AR,KHSRP
AR,KIF1A
AR,LCP1
AR,MAPK1
AR,MED14
AR,MIF
AR,MYBBP1A
AR,MYCN
AR,NCOA1
AR,NCOA6
AR,NEDD9
AR,NFKBIA
AR,NONO
AR,NR0B1
AR,NR1H3
AR,NR2C1
AR,NR3C1
AR,NRIP1
AR,NSD1
ARNT2,EPAS1
ARNT2,USP7
AR,PIAS3
AR,PLAU
AR,POU5F1
AR,PSMC3IP
AR,RARG
AR,RCHY1
AR,RNF14
AR,RNF4
AR,RUNX1
AR,SART3
AR,SAT1
AR,SERPINF1
AR,SLC25A4
AR,SMAD3
AR,SRC
AR,SVIL
AR,TCF4
AR,TGFB1
AR,TGFB1I1
AR,TGIF1
AR,TMF1
AR,TNFRSF11B
AR,UCP2
AR,WIPI1
AR,XRCC5
AR,XRCC6
ASB4,HIF1AN
ASB9,HIF1AN
ASCC3,SKIL
ASH2L,TGFBR1
ADAMTS3,ATF3
ANKRD13C,ATF3
ARRB1,ATF3
ATF3,ATP5G1
ATF3,ATRX
ATF3,B4GALT3
ATF3,BAMBI
ATF3,CDC14B
ATF3,CENPE
ATF3,CEP55
ATF3,CRABP2
ATF3,DCAF6
ATF3,DNAJC9
ATF3,DYNC2LI1
ATF3,ELL2
ATF3,ELOVL5
ATF3,ENOPH1
ATF3,FAM117B
ATF3,FAM49B
ATF3,FN1
ATF3,FOSB
ATF3,FOXD3
ATF3,GATA3
ATF3,GATA4
ATF3,GOLGB1
ATF3,GPM6B
ATF3,HCFC1
ATF3,HOMER1
ATF3,ICA1
ATF3,IDI1
ATF3,JUND
ATF3,KAT7
ATF3,KLHL12
ATF3,LGALS4
ATF3,LGR5
ATF3,LHX1
ATF3,LRRC40
ATF3,MAFF
ATF3,MAGI3
ATF3,MRRF
ATF3,MXD1
ATF3,MYBL2
ATF3,NAV2
ATF3,NEDD1
ATF3,NFKBIB
ATF3,NR3C1
ATF3,NUF2
ATF3,PAK1
ATF3,PAX6
ATF3,PCDH7
ATF3,PDLIM3
ATF3,PEG3
ATF3,PJA2
ATF3,POLE4
ATF3,PPM1K
ATF3,PREPL
ATF3,PRKCE
ATF3,RAD51C
ATF3,RIOK1
ATF3,SCG3
ATF3,SIRT2
ATF3,SKIL
ATF3,SLC39A5
ATF3,SLC7A3
ATF3,SLITRK2
ATF3,SMAD3
ATF3,SMARCD1
ATF3,SNX16
ATF3,SRSF1
ATF3,SSBP3
ATF3,STAT3
ATF3,SURF2
ATF3,TGIF2
ATF3,TLE3
ATF3,TMEM147
ATF3,UCK2
ATF3,ZFHX3
ATF3,ZFP36L2
ATF3,ZWILCH
ADAMTS3,ATF6
ANKRD13C,ATF6
ARRB1,ATF6
ATF6,ATP5G1
ATF6,ATRX
ATF6,B4GALT3
ATF6,BAMBI
ATF6,CDC14B
ATF6,CENPE
ATF6,CEP55
ATF6,CPE
ATF6,CRABP2
ATF6,CREB3L3
ATF6,DACH1
ATF6,DCAF6
ATF6,DNAJC9
ATF6,DPAGT1
ATF6,DYNC2LI1
ATF6,EBNA1BP2
ATF6,ELF1
ATF6,ELL2
ATF6,ELOVL5
ATF6,ENOPH1
ATF6,FAM117B
ATF6,FAM49B
ATF6,FN1
ATF6,FOSB
ATF6,FOXD3
ATF6,FTSJ3
ATF6,GATA3
ATF6,GATA4
ATF6,GOLGB1
ATF6,GPM6B
ATF6,GSC
ATF6,GTF2I
ATF6,HCFC1
ATF6,HLA-DQB1
ATF6,HNRNPK
ATF6,HOMER1
ATF6,HSD17B14
ATF6,HTATSF1
ATF6,ICA1
ATF6,IDI1
ATF6,IPO4
ATF6,JUND
ATF6,KAT7
ATF6,KLHL12
ATF6,LGALS4
ATF6,LGR5
ATF6,LHX1
ATF6,LMX1B
ATF6,LRRC40
ATF6,MAFF
ATF6,MAGI3
ATF6,MRRF
ATF6,MXD1
ATF6,MXI1
ATF6,MYBL2
ATF6,NAV2
ATF6,NEDD1
ATF6,NFKBIB
ATF6,NR3C1
ATF6,PAK1
ATF6,PAX6
ATF6,PCDH7
ATF6,PDLIM3
ATF6,PEG3
ATF6,PIP5K1B
ATF6,PJA2
ATF6,PMM1
ATF6,POLE4
ATF6,PPM1K
ATF6,PREPL
ATF6,PRKCE
ATF6,PSEN1
ATF6,PTPRM
ATF6,RAD51C
ATF6,RARG
ATF6,RBM14
ATF6,RIOK1
ATF6,RUNX1T1
ATF6,S100A13
ATF6,SCG3
ATF6,SIRT2
ATF6,SKIL
ATF6,SLC16A2
ATF6,SLC39A5
ATF6,SLC7A3
ATF6,SLITRK2
ATF6,SMARCD1
ATF6,SNX16
ATF6,SRSF1
ATF6,SSBP3
ATF6,STAT3
ATF6,SURF2
ATF6,SYNE2
ATF6,TBX20
ATF6,TGIF2
ATF6,TLE3
ATF6,TMEM147
ATF6,UCHL5
ATF6,UCK2
ATF6,ZAP70
ATF6,ZBTB16
ATF6,ZCCHC11
ATF6,ZFHX3
ATF6,ZFP36L2
ATF6,ZWILCH
ATRX,DAXX
ATRX,EZH2
ATRX,HDAC1
ATRX,RAD51
ATRX,SVIL
BARX2,SRF
BCL11A,NR2F2
BCL11B,NR2F2
BCOR,HDAC1
BCOR,HDAC6
BCOR,MLLT3
BCOR,USP7
ATG3,BHLHE40
BHLHE40,BPTF
BHLHE40,CAMK2D
BHLHE40,CDK4
BHLHE40,EIF5A2
BHLHE40,EMC2
BHLHE40,ENOPH1
BHLHE40,HIF1A
BHLHE40,HPS5
BHLHE40,ILF3
BHLHE40,KLHL12
BHLHE40,LTV1
BHLHE40,MYO9A
BHLHE40,PAK1IP1
BHLHE40,S100PBP
BHLHE40,SAE1
BHLHE40,STAT3
BHLHE40,STMN1
BHLHE40,VIM
BHLHE40,ZHX1
BIN1,CUX1
BIN1,ITGA6
BIN1,MAP4K3
BIN1,RIN2
ACADVL,BPTF
ACBD6,BPTF
ANGPT2,BPTF
BPTF,BTG1
BPTF,CCDC82
BPTF,CDCA3
BPTF,CDH2
BPTF,CDK5RAP2
BPTF,COPS5
BPTF,CRBN
BPTF,CREB3L3
BPTF,CUEDC2
BPTF,DAB2
BPTF,ETV1
BPTF,FGFR1
BPTF,GNG11
BPTF,HAND2
BPTF,HIST1H1E
BPTF,HOXB7
BPTF,KEAP1
BPTF,MAZ
BPTF,MEF2C
BPTF,MXI1
BPTF,NNAT
BPTF,NR2F2
BPTF,PALB2
BPTF,PIM2
BPTF,PPT2
BPTF,RRM1
BPTF,S1PR3
BPTF,SERTAD3
BPTF,SETD7
BPTF,SORBS2
BPTF,SORT1
BPTF,SP4
BPTF,SYTL2
BPTF,TGIF1
BPTF,ZFP36
AKR1B1,BRCA1
AURKA,BRCA1
BRCA1,BRIP1
BRCA1,CCNA2
BRCA1,CDK1
BRCA1,CDK4
BRCA1,CHEK2
BRCA1,DCLRE1C
BRCA1,ETS1
BRCA1,FANCA
BRCA1,FANCD2
BRCA1,FHL2
BRCA1,HDAC1
BRCA1,HDAC2
BRCA1,JUND
BRCA1,KPNA2
BRCA1,MED21
BRCA1,MLH1
BRCA1,NUFIP1
BRCA1,PCNA
BRCA1,POLR2A
BRCA1,POLR2K
BRCA1,POU2F1
BRCA1,RAD51
BRCA1,RBBP4
BRCA1,RBBP7
BRCA1,RBBP8
BRCA1,RFC1
BRCA1,SMAD2
BRCA1,SMAD3
BRCA1,SMARCA4
BRCA1,TOP2A
BRCA1,TUBA4A
BRCA2,BUB1B
BRCA2,CCNA2
BRCA2,CDK1
BRCA2,FANCD2
BRCA2,PALB2
BRCA2,PLK1
BRCA2,SMAD3
BRWD1,SMARCA4
BTF3,MED21
BTF3,POLR2B
BTG1,CCNA2
BTG1,CNOT7
BTG1,THRB
BTG2,CNOT7
CALCOCO1,FOSL1
CALCOCO1,MAPK1
CALCOCO1,NDC80
CBFA2T2,RUNX1
CBFA2T2,WDYHV1
CBX3,DSN1
CBX3,HIST1H1E
CBX3,SP100
CBX3,TRIM28
CDX2,MAPK1
CDX2,PAX6
AAMP,CEBPA
ACADVL,CEBPA
ACSL5,CEBPA
AEBP1,CEBPA
AGT,CEBPA
ALS2CR8,CEBPA
APEH,CEBPA
APOA1,CEBPA
APOB,CEBPA
ARID5B,CEBPA
ASXL1,CEBPA
ATF3,CEBPA
ATP2B4,CEBPA
ATP5G1,CEBPA
BCL11B,CEBPA
BEND3,CEBPA
BHLHE40,CEBPA
BRMS1,CEBPA
CCNB1,CEBPA
CCND1,CEBPA
CCNG2,CEBPA
CCS,CEBPA
CDH11,CEBPA
CDK4,CEBPA
CDKN1A,CEBPA
CDKN3,CEBPA
CEBPA,CEBPD
CEBPA,CFTR
CEBPA,COMMD3
CEBPA,COMMD3-BMI1
CEBPA,CREB1
CEBPA,CTNNB1
CEBPA,CTSK
CEBPA,CUEDC2
CEBPA,DUSP10
CEBPA,E2F3
CEBPA,E2F4
CEBPA,ESRRG
CEBPA,F3
CEBPA,FAM46A
CEBPA,FANCB
CEBPA,FBXO22
CEBPA,FGA
CEBPA,FOSL1
CEBPA,FOXP1
CEBPA,FREM1
CEBPA,FTSJ3
CEBPA,FZD5
CEBPA,FZD7
CEBPA,GATA2
CEBPA,GATA4
CEBPA,GLIS3
CEBPA,GPC3
CEBPA,GPR83
CEBPA,GRHL2
CEBPA,HAUS2
CEBPA,HMGCS2
CEBPA,HMGN2
CEBPA,HMGN3
CEBPA,HNF4A
CEBPA,HOXB2
CEBPA,HOXB7
CEBPA,HP
CEBPA,HPX
CEBPA,ID2
CEBPA,ID3
CEBPA,IFRD2
CEBPA,IQGAP2
CEBPA,ITGA5
CEBPA,IVNS1ABP
CEBPA,JAKMIP2
CEBPA,KAT7
CEBPA,LAMC1
CEBPA,LIG1
CEBPA,LIX1
CEBPA,LMO3
CEBPA,MAF
CEBPA,MAML3
CEBPA,MDK
CEBPA,MECOM
CEBPA,MITF
CEBPA,MME
CEBPA,MRPS27
CEBPA,MRRF
CEBPA,NCOA6
CEBPA,NFIA
CEBPA,NFYB
CEBPA,NIP7
CEBPA,NOG
CEBPA,NOSIP
CEBPA,NR1H3
CEBPA,NR2F2
CEBPA,NR3C1
CEBPA,NREP
CEBPA,NRIP1
CEBPA,NUPR1
CEBPA,ORC4
CEBPA,ORC5
CEBPA,OSBPL3
CEBPA,PAX6
CEBPA,PCDH10
CEBPA,PCDH17
CEBPA,PCNA
CEBPA,PDE4D
CEBPA,PDGFA
CEBPA,PDGFRA
CEBPA,PER3
CEBPA,PIM2
CEBPA,PISD
CEBPA,PITX1
CEBPA,PLCB1
CEBPA,POLK
CEBPA,POLR2D
CEBPA,PPAPDC1B
CEBPA,PPP1R9A
CEBPA,PREB
CEBPA,PRIC285
CEBPA,PROSER1
CEBPA,PSAT1
CEBPA,PTPN12
CEBPA,RABGAP1L
CEBPA,RBM47
CEBPA,RFC1
CEBPA,RIPPLY1
CEBPA,RPE
CEBPA,RUNX1
CEBPA,RUNX1T1
CEBPA,SAMD8
CEBPA,SEC14L2
CEBPA,SEPHS1
CEBPA,SERPINE2
CEBPA,SLC25A11
CEBPA,SLC39A10
CEBPA,SLC39A14
CEBPA,SLITRK2
CEBPA,SORBS2
CEBPA,SOX5
CEBPA,STC1
CEBPA,TCF4
CEBPA,TF
CEBPA,TFAP2A
CEBPA,TFAP4
CEBPA,TFDP2
CEBPA,TFE3
CEBPA,TGFB1
CEBPA,TIMM8A
CEBPA,TK1
CEBPA,TLE3
CEBPA,TMEM237
CEBPA,TOP2A
CEBPA,TP53
CEBPA,TRIB1
CEBPA,UBTF
CEBPA,UCKL1
CEBPA,UHRF1
CEBPA,USP45
CEBPA,VTN
CEBPA,WNT5A
CEBPA,WWTR1
CEBPA,ZCCHC24
CEBPA,ZEB2
CEBPA,ZNF219
CCND1,CEBPD
CEBPD,CFTR
CEBPD,F3
CEBPD,HPX
CEBPD,TF
CEBPZ,NFYB
CEBPZ,TP53
ASF1A,CHAF1A
BLM,CHAF1A
CHAF1A,DBF4
CHAF1A,PCNA
CHAF1A,TCERG1
CHAF1A,TRIM28
CHD8,CTNNB1
CIITA,CREB1
CIITA,NCOA1
CIITA,NFYB
CIITA,RFX5
CIITA,RFXANK
CIITA,TAF6
CITED2,HIF1A
CITED2,TFAP2A
CITED2,TFAP2C
CDK1,CNOT7
CDK4,CNOT7
CDK6,CNOT7
COPS2,COPS3
COPS2,COPS5
COPS2,COPS7A
COPS2,NIF3L1
COPS2,NR0B1
COPS2,THRB
COPS2,TP53
COPS3,COPS5
COPS5,COPS7A
COPS5,F2RL1
COPS5,HAND2
COPS5,HIF1A
COPS5,HNF4A
COPS5,JUN
COPS5,JUND
COPS5,MIF
COPS5,NCOA1
COPS5,SMAD2
COPS5,TP53
COPS5,UCHL1
ABCE1,CREB1
ACY1,CREB1
ADAMTS3,CREB1
AIMP2,CREB1
AMHR2,CREB1
ANKRD13A,CREB1
ANKRD13C,CREB1
APBB1,CREB1
APBB2,CREB1
APEX1,CREB1
ARL6IP6,CREB1
ARRB1,CREB1
ATF3,CREB1
ATG5,CREB1
ATP5G1,CREB1
B4GALT3,CREB1
BCAR3,CREB1
BET1,CREB1
BIN1,CREB1
BOD1,CREB1
BRCA1,CREB1
BTG2,CREB1
C11orf1,CREB1
CAMK2D,CREB1
CAPRIN1,CREB1
CCND1,CREB1
CFTR,CREB1
CHEK1,CREB1
CITED2,CREB1
CNOT7,CREB1
COBLL1,CREB1
COL4A5,CREB1
CREB1,CREB3L2
CREB1,CRELD1
CREB1,DACH1
CREB1,DCAF6
CREB1,DDX5
CREB1,DGAT1
CREB1,DHRS3
CREB1,DNAJC9
CREB1,DRAP1
CREB1,DSE
CREB1,DTL
CREB1,DUSP10
CREB1,EARS2
CREB1,EGR1
CREB1,ELAVL2
CREB1,ELMO1
CREB1,EMC2
CREB1,ENOPH1
CREB1,EPHA2
CREB1,EPS8L2
CREB1,ESRRG
CREB1,ESYT1
CREB1,EXO1
CREB1,F3
CREB1,FEZ1
CREB1,FLI1
CREB1,FN1
CREB1,FOSB
CREB1,FOXD3
CREB1,GATA2
CREB1,GATA4
CREB1,GLI2
CREB1,GOT1
CREB1,GPM6B
CREB1,GPN1
CREB1,GSC
CREB1,GTF2F2
CREB1,HCFC1
CREB1,HECA
CREB1,HMBS
CREB1,HMGN1
CREB1,HNRNPH3
CREB1,HOMER1
CREB1,HOOK1
CREB1,HOXB4
CREB1,HSD17B7
CREB1,ID1
CREB1,ID2
CREB1,ID3
CREB1,IFNGR1
CREB1,IRF1
CREB1,ITGA5
CREB1,IVNS1ABP
CREB1,JARID2
CREB1,KAT7
CREB1,KDM6A
CREB1,KIF15
CREB1,KLF5
CREB1,KLF7
CREB1,LAMB1
CREB1,LAMC1
CREB1,LCMT1
CREB1,LDOC1L
CREB1,LGR4
CREB1,LHX1
CREB1,MAF
CREB1,MAFF
CREB1,MAFG
CREB1,MAP1B
CREB1,MCM2
CREB1,MED14
CREB1,MED21
CREB1,MEF2C
CREB1,MEF2D
CREB1,MLF1
CREB1,NAP1L3
CREB1,NEDD4
CREB1,NFIA
CREB1,NHEJ1
CREB1,NR3C1
CREB1,NSD1
CREB1,NTHL1
CREB1,NTN4
CREB1,PAK1
CREB1,PAK1IP1
CREB1,PAPOLA
CREB1,PAQR3
CREB1,PAX6
CREB1,PCDH10
CREB1,PCDH7
CREB1,PCID2
CREB1,PCK2
CREB1,PDE4D
CREB1,PEF1
CREB1,PENK
CREB1,PIP4K2A
CREB1,PIP5K1B
CREB1,PITX2
CREB1,PJA2
CREB1,PLK2
CREB1,PMP22
CREB1,POLB
CREB1,POLK
CREB1,POLR2A
CREB1,PPARA
CREB1,PPM1K
CREB1,PPT2
CREB1,PRKACB
CREB1,PRKCE
CREB1,PTMA
CREB1,PTP4A1
CREB1,PWP1
CREB1,RBBP8
CREB1,RBM12
CREB1,RBM24
CREB1,RBM47
CREB1,RCAN1
CREB1,RCAN2
CREB1,REV3L
CREB1,RNF19A
CREB1,RUNX1
CREB1,SAMD8
CREB1,SCG3
CREB1,SEC11C
CREB1,SGK1
CREB1,SH3PXD2A
CREB1,SHISA6
CREB1,SHKBP1
CREB1,SHOX2
CREB1,SIX6
CREB1,SKIL
CREB1,SLC7A5
CREB1,SMARCA4
CREB1,SMARCA5
CREB1,SMARCD1
CREB1,SMG6
CREB1,SP4
CREB1,SPAG9
CREB1,SPRED2
CREB1,SRM
CREB1,SRSF1
CREB1,SSBP3
CREB1,STAT3
CREB1,STT3B
CREB1,SULF2
CREB1,SUV39H2
CREB1,TF
CREB1,TFAP2A
CREB1,TFRC
CREB1,TGFB1
CREB1,TGIF2
CREB1,THRAP3
CREB1,TIAM1
CREB1,TLE3
CREB1,TMEM97
CREB1,TPD52
CREB1,TPD52L2
CREB1,TTC39B
CREB1,TUBA4A
CREB1,TXLNG
CREB1,UCHL5
CREB1,UMPS
CREB1,UROD
CREB1,USP39
CREB1,USP44
CREB1,VEZF1
CREB1,VIM
CREB1,WEE1
CREB1,WNT5A
CREB1,YPEL5
CREB1,YWHAH
CREB1,ZBTB16
CREB1,ZEB2
CREB1,ZNF219
CREB1,ZNF24
CREB1,ZNF518B
CREB1,ZNF644
CREB1,ZNRD1
CREB3L2,MITF
CREB3L3,MITF
CREB3L3,PRKACB
CREB3L3,USP7
CREB3L4,MITF
CREB3L4,PRKACB
CRX,RAX2
CSDE1,HNRNPD
CSRP2,EEF1A1
CTBP1,ELK3
CTBP1,FOXP1
CTBP1,HDAC1
CTBP1,HDAC2
CTBP1,HDAC9
CTBP1,LEF1
CTBP1,MECOM
CTBP1,NRIP1
CTBP1,RBBP8
CTBP1,RBPJ
CTBP1,RUNX1
CTBP1,TCF7L1
CTBP1,TGIF1
CTBP1,ZEB1
CTBP1,ZEB2
CTBP1,ZFPM2
CTDSPL,SNAI1
CDH11,CTNNB1
CDH2,CTNNB1
CDK6,CTNNB1
CTNNB1,EGFR
CTNNB1,FER
CTNNB1,FHL2
CTNNB1,FOXO1
CTNNB1,HIF1A
CTNNB1,IGF1R
CTNNB1,KDR
CTNNB1,MITF
CTNNB1,PIK3R1
CTNNB1,PITX2
CTNNB1,PLK1
CTNNB1,PRKACB
CTNNB1,PSEN1
CTNNB1,PTPRM
CTNNB1,PTPRZ1
CTNNB1,RUVBL1
CTNNB1,RUVBL2
CTNNB1,SMAD2
CTNNB1,SMAD3
CTNNB1,SMARCA4
CTNNB1,SOX17
CTNNB1,SRC
CTNNB1,TBL1X
CTNNB1,TCF3
CTNNB1,TCF4
CTNNB1,TCF7L1
CTNNB1,TFAP2A
CTNNB1,TGFBR1
ACTC1,CUX1
ALCAM,CUX1
ALDOC,CUX1
ALS2CR8,CUX1
ANGPT2,CUX1
APBB2,CUX1
APEH,CUX1
ASB9,CUX1
ASXL1,CUX1
BAMBI,CUX1
BCAT2,CUX1
BRIP1,CUX1
BRIX1,CUX1
BRMS1,CUX1
BTF3,CUX1
C11orf1,CUX1
C17orf75,CUX1
C2orf69,CUX1
CA12,CUX1
CADM1,CUX1
CAMK2D,CUX1
CBX3,CUX1
CCNA2,CUX1
CDK1,CUX1
CHN1,CUX1
CIRH1A,CUX1
CLDN10,CUX1
CLU,CUX1
CRABP2,CUX1
CREB3L4,CUX1
CTSC,CUX1
CTSK,CUX1
CUX1,CYP1B1
CUX1,DACH1
CUX1,DCAF5
CUX1,DGAT1
CUX1,DNAJB14
CUX1,DOK6
CUX1,DPCD
CUX1,DROSHA
CUX1,DUSP10
CUX1,EHMT2
CUX1,ELAVL2
CUX1,ENOPH1
CUX1,EPHA1
CUX1,ESRRG
CUX1,ETS1
CUX1,ETV1
CUX1,EXTL2
CUX1,FAM46A
CUX1,FASTKD3
CUX1,FAT1
CUX1,FLRT2
CUX1,FOXD3
CUX1,FOXN3
CUX1,FTSJ3
CUX1,GABRB3
CUX1,GATA3
CUX1,GATA4
CUX1,GATAD2B
CUX1,GCHFR
CUX1,GRTP1
CUX1,GSN
CUX1,HDAC9
CUX1,HNF4A
CUX1,HNRNPR
CUX1,HOXB3
CUX1,HOXB4
CUX1,HOXB7
CUX1,HS3ST1
CUX1,ID2
CUX1,ID3
CUX1,IFT80
CUX1,IL13RA1
CUX1,JAG1
CUX1,JAKMIP2
CUX1,KIAA1324L
CUX1,KLF5
CUX1,KLHL4
CUX1,LAMB1
CUX1,LAMC1
CUX1,LCP1
CUX1,LGALS3
CUX1,LRP12
CUX1,MAFG
CUX1,MCM5
CUX1,MEF2C
CUX1,MEIS1
CUX1,MEIS3
CUX1,MEX3C
CUX1,MID1
CUX1,MLH1
CUX1,MLST8
CUX1,MORC4
CUX1,MRPS11
CUX1,NAA50
CUX1,NAP1L3
CUX1,NAT10
CUX1,NEDD4L
CUX1,NFIA
CUX1,NFIB
CUX1,NFXL1
CUX1,NFYB
CUX1,NHLH2
CUX1,NNT
CUX1,NPPB
CUX1,NPRL2
CUX1,NR2F2
CUX1,PA2G4
CUX1,PAQR3
CUX1,PAX6
CUX1,PDE4D
CUX1,PITX2
CUX1,PLCB1
CUX1,PLCE1
CUX1,PLEKHA6
CUX1,POU2F1
CUX1,PPAPDC1B
CUX1,PPP1R16A
CUX1,PPP3CA
CUX1,PPT2
CUX1,PRKACB
CUX1,PRMT6
CUX1,PTMA
CUX1,RBM24
CUX1,RBM39
CUX1,RBMS3
CUX1,RGS5
CUX1,RNF170
CUX1,RUNX1T1
CUX1,RXRG
CUX1,SAAL1
CUX1,SAP18
CUX1,SATB1
CUX1,SDCCAG8
CUX1,SEMA5A
CUX1,SERPINE2
CUX1,SERTAD3
CUX1,SGK1
CUX1,SHOX2
CUX1,SLC25A37
CUX1,SLC35D2
CUX1,SLITRK2
CUX1,SMAD6
CUX1,SMG6
CUX1,SOX11
CUX1,SSRP1
CUX1,SULF2
CUX1,SUPT7L
CUX1,SVIL
CUX1,SYNE2
CUX1,SYT1
CUX1,TAOK3
CUX1,TATDN1
CUX1,TCF4
CUX1,TEAD1
CUX1,TEAD2
CUX1,TFAP2A
CUX1,TIMELESS
CUX1,TLE3
CUX1,TM4SF4
CUX1,TMEM57
CUX1,TOP2A
CUX1,TPM2
CUX1,TRPS1
CUX1,TTN
CUX1,UCKL1
CUX1,UFSP2
CUX1,UROD
CUX1,WDR12
CUX1,ZCCHC11
CUX1,ZFHX3
CUX1,ZKSCAN1
CUX1,ZNF581
CDK1,DAB2
DAB2,ITGB5
DAB2,MIB1
DAB2,SMAD2
DAB2,SMAD3
DAB2,SRC
DAB2,TGFBR1
DACH1,EYA3
DACH1,SMAD3
CALCOCO2,DAXX
DAXX,DNMT1
DAXX,ESRRG
DAXX,ETS1
DAXX,HDAC1
DAXX,HDAC2
DAXX,HIPK2
DAXX,MCRS1
DAXX,STAT3
DAXX,TGFB1
DAXX,TGFBR1
DAXX,TP53
DAXX,USP7
DDB2,HDAC1
APEH,DDIT3
ASXL1,DDIT3
ATP5G1,DDIT3
BCL11B,DDIT3
BHLHE40,DDIT3
CCNG2,DDIT3
CCS,DDIT3
DDIT3,E2F4
DDIT3,ESRRG
DDIT3,FANCB
DDIT3,FOXP1
DDIT3,FTSJ3
DDIT3,FZD5
DDIT3,HMGN3
DDIT3,HSD17B14
DDIT3,ID2
DDIT3,ID3
DDIT3,IQGAP2
DDIT3,JUND
DDIT3,LAMC1
DDIT3,MAML3
DDIT3,MECOM
DDIT3,MRPS27
DDIT3,NIP7
DDIT3,PCDH17
DDIT3,PDGFA
DDIT3,PROSER1
DDIT3,RUNX1T1
DDIT3,SEPHS1
DDIT3,TFAP4
DDIT3,TRIB1
DDIT3,UCKL1
DDIT3,VTN
DDIT3,ZEB2
DDIT3,ZNF219
DDX20,ETV3
DDX20,GEMIN2
DDX20,GEMIN4
DDX20,HDAC2
DDX20,SNRPB
DDX20,SNRPD1
DDX54,NR3C1
DDX54,PGR
DDX5,FBL
DDX5,NCOA1
DDX5,SMAD3
DDX5,TP53
DEDD,DEDD2
DEK,SRRM1
DEK,TFAP2A
DMBX1,OTX2
DNAJC2,HSPA14
DNMT1,DNMT3A
DNMT1,DNMT3B
DNMT1,EED
DNMT1,EZH2
DNMT1,PCNA
DNMT1,TRIM27
DNMT3A,DNMT3B
DNMT3A,EED
DNMT3A,EZH2
DNMT3A,HDAC1
DNMT3A,MYC
DNMT3A,ZNF238
DR1,DRAP1
DRAP1,FEZ1
DRAP1,FOXH1
DRAP1,NFYB
DRAP1,TAF9B
DRAP1,TK1
DRAP1,TTF2
DRAP1,ZEB1
ACBD6,E2F3
AIF1L,E2F3
APBB2,E2F3
ARL6IP6,E2F3
BTBD10,E2F3
C20orf112,E2F3
CA2,E2F3
CAPRIN1,E2F3
CASP8AP2,E2F3
CBFA2T2,E2F3
CBX3,E2F3
CCNE2,E2F3
CDCA7,E2F3
CDH2,E2F3
CIRH1A,E2F3
CNBP,E2F3
CNOT10,E2F3
CREG1,E2F3
CSDE1,E2F3
CSRP2,E2F3
CTDSPL,E2F3
CTNNB1,E2F3
DAXX,E2F3
DCTPP1,E2F3
DEK,E2F3
DHRS3,E2F3
DNAJB14,E2F3
DNAJC11,E2F3
DNMT1,E2F3
DTL,E2F3
DUSP4,E2F3
E2F3,EDEM3
E2F3,ERBB2IP
E2F3,ESYT1
E2F3,ETS1
E2F3,FAM208A
E2F3,FAM64A
E2F3,FUS
E2F3,GAD1
E2F3,GALNT11
E2F3,GGPS1
E2F3,GLI2
E2F3,GLUD1
E2F3,GMNN
E2F3,GTF3C2
E2F3,HAT1
E2F3,HCFC1
E2F3,HIST1H2BC
E2F3,HMGA1
E2F3,HMGB2
E2F3,HNRNPD
E2F3,HNRNPUL1
E2F3,HOXB7
E2F3,IGF1R
E2F3,IPO4
E2F3,KDM6A
E2F3,MCM10
E2F3,MCM3
E2F3,MCM4
E2F3,MCM5
E2F3,MCM6
E2F3,MCM7
E2F3,MELK
E2F3,METTL3
E2F3,MORC4
E2F3,MRPL49
E2F3,MRTO4
E2F3,MYBL2
E2F3,MYCN
E2F3,NAA50
E2F3,NOG
E2F3,NXT2
E2F3,ORC2
E2F3,OTX2
E2F3,PAX6
E2F3,PCDH7
E2F3,PCNA
E2F3,PDGFA
E2F3,PEG3
E2F3,PGAP1
E2F3,PHC1
E2F3,PHF5A
E2F3,PLAU
E2F3,POLD2
E2F3,POLD3
E2F3,POLR2M
E2F3,PPP1R7
